x,y,data

0,0,103.36122409412499
0,1,105.91665460862498
0,2,106.99497556700001
0,3,103.713670758
0,4,101.58272848375
0,5,101.47615561262499
0,6,101.80147201212499
0,7,102.82303658812499
0,8,103.287876018875
0,9,103.536960486875
0,10,103.21871249725
0,11,106.5598288965
0,12,102.51425420475002
0,13,102.55937464004167
0,14,108.27475033083333
0,15,123.81010593429166
0,16,140.821997753375
0,17,115.55091881887499
0,18,104.90576415112501
0,19,106.16982435974998
0,20,104.60904853049999
0,21,103.240864107875
0,22,102.05523007775
0,23,101.416786088375
0,24,101.967884455125
0,25,102.75606171074999
0,26,102.41086682862499
0,27,101.608661804
0,28,99.77550549541665
0,29,101.50266184141668
0,30,104.42964202441668
0,31,100.39662003250001
0,32,102.635504487125
0,33,103.6470082755
0,34,103.91656987949999
0,35,103.84397948374999
0,36,102.98535834399999
0,37,102.45144873162499
0,38,99.57058248537498
0,39,93.64389669225
0,40,81.66085872599999
0,41,81.642655674125
0,42,82.10466598262498
0,43,92.25300477154167
0,44,97.23148665441666
0,45,95.74243576566667
0,46,98.97169368649999
0,47,100.71586960899998
0,48,99.53428295875
0,49,99.478970591875
0,50,100.866207186
0,51,101.25214722662501
0,52,98.8630084495
0,53,97.87629173787501
0,54,98.00390375925
0,55,99.533214059
0,56,101.11508458449998
0,57,103.32730428499998
0,58,102.02761431083334
0,59,103.31360299808333
0,60,103.62361491083334
0,61,102.46601568662501
0,62,101.31845798300002
0,63,104.35604386037501
0,64,103.090697433125
0,65,101.6238665995
0,66,103.05707122125001
0,67,103.29612806875001
0,68,102.47211139275
0,69,103.16291677862499
0,70,100.177260371875
0,71,100.31312158712498
0,72,101.59898503045835
0,73,99.47593080066666
0,74,99.73374398808332
0,75,102.1829166415
0,76,101.89290689387501
0,77,100.05819251499999
0,78,101.586990271875
0,79,101.50853361837501
0,80,100.64262803375
0,81,101.353618803625
0,82,102.662059850375
0,83,100.91771461750001
0,84,102.982738983375
0,85,102.89180899774999
0,86,101.36444343487499
0,87,101.06115546429167
0,88,101.80860908254166
0,89,102.07611923929166
0,90,103.260494399125
0,91,102.29844100387498
0,92,102.327187559375
0,93,102.26998620037502
0,94,104.77514566800001
0,95,103.417635671875
0,96,100.44535034137499
0,97,99.821074493625
0,98,101.425076096125
0,99,102.018956632875
0,100,99.236065139125
0,101,100.919246116875
0,102,102.99885244054167
0,103,102.88343321641666
0,104,99.41543610879168
0,105,100.386834638
0,106,101.75791448499999
0,107,102.672750273125
0,108,101.99179992412499
0,109,101.53681757425
0,110,101.945998460125
0,111,102.827872266625
0,112,102.23583736012499
0,113,101.98674627587499
0,114,108.73444980562498
0,115,119.82404454699999
0,116,105.77518351725
0,117,102.19213236245834
0,118,103.94532411816665
0,119,105.78185788733332
0,120,103.183795584
0,121,101.05880578725001
0,122,102.893832506375
0,123,102.13262405025
0,124,102.963924863125
0,125,102.18357633437499
0,126,100.95426681825
0,127,100.856115416625
0,128,101.78428575112501
0,129,103.471077590875
0,130,102.70402870537501
0,131,101.91232120979166
0,132,100.32617089325001
0,133,99.42341020254166
0,134,101.43450649125
0,135,102.58466170312501
0,136,104.128967829
0,137,103.34036159300001
0,138,99.98134313250002
0,139,99.00919362925
0,140,99.78103121524998
0,141,101.20615020662498
0,142,103.366048149875
0,143,103.65952211349999
0,144,102.530333498875
0,145,102.36575603924999
0,146,102.80712127229168
0,147,102.05111465654166
0,148,100.91885236491666
0,149,100.54187811312498
0,150,102.03056395999998
0,151,100.3517542705
0,152,99.933849715
0,153,104.18427423050001
0,154,103.692692900625
0,155,101.78448136174998
0,156,103.5166265795
0,157,103.13905094487501
0,158,102.99568821925
0,159,101.71375550312501
0,160,102.650665558125
0,161,103.54198798620833
0,162,102.81101474116666
0,163,103.07806265845832
0,164,101.52807331637501
0,165,104.118278779625
0,166,103.89586956850002
0,167,101.62136122174999
0,168,106.54391072712501
0,169,125.96530543000002
0,170,124.36353292300001
0,171,91.53681550325
0,172,86.00848274612501
0,173,98.38873128487499
0,174,106.9971519725
0,175,87.82354613624999
0,176,62.18227353683333
0,177,64.49884277712499
0,178,87.22796138245832
0,179,85.548960172625
0,180,56.873205950499994
0,181,45.544877748999994
0,182,56.649397185999995
0,183,66.97759208449999
0,184,54.343900621749995
0,185,25.4985086585
0,186,19.690416805125004
0,187,24.036047630500004
0,188,23.570123755875002
0,189,16.895574389125006
0,190,15.8882233955
0,191,18.877787678875002
1,0,103.79266354274998
1,1,105.96530583775
1,2,105.97824350549999
1,3,101.02752878300001
1,4,99.59887800937501
1,5,100.24592328137498
1,6,101.095585392375
1,7,100.07643871025
1,8,101.8838533505
1,9,102.43481608075
1,10,102.455860888375
1,11,104.20964136175002
1,12,104.58184921725001
1,13,103.20114518495832
1,14,103.308956447375
1,15,107.72737938833332
1,16,119.045852284875
1,17,107.20696769212499
1,18,102.000341341875
1,19,103.95088640337498
1,20,102.16019567787501
1,21,102.37781736312499
1,22,103.70981924212498
1,23,103.54479935387499
1,24,101.32154025125
1,25,100.559071404875
1,26,98.3741880275
1,27,99.74481183375
1,28,99.226341809875
1,29,102.41306223954166
1,30,104.55698254924998
1,31,101.350683993375
1,32,101.434238019625
1,33,101.92878600812502
1,34,101.4784727185
1,35,101.164260178
1,36,101.35174692775
1,37,100.656484033875
1,38,99.59574747925
1,39,95.292808233375
1,40,90.210014653375
1,41,86.855512699125
1,42,89.94330180374999
1,43,94.52466755270834
1,44,96.64700242916665
1,45,96.86854228095834
1,46,98.40577599862499
1,47,100.1581878655
1,48,100.64082173474999
1,49,100.032858046875
1,50,100.420440569625
1,51,101.712362640375
1,52,103.24641791612498
1,53,101.48844484762499
1,54,100.44501735825
1,55,101.79112323
1,56,103.18958133399998
1,57,102.696248329875
1,58,101.76480110491666
1,59,104.42639283083334
1,60,103.30633338141668
1,61,102.673288952375
1,62,101.91992390062501
1,63,105.923599851625
1,64,105.95361240012498
1,65,104.97333645262499
1,66,105.79815462212501
1,67,103.28197149525
1,68,102.57579189424999
1,69,102.03465949250001
1,70,100.21079170649999
1,71,100.20601146475
1,72,100.98465297004165
1,73,99.89383532725
1,74,101.14399910179168
1,75,104.26909954450001
1,76,101.79997704262499
1,77,99.65430267775001
1,78,100.52469770825
1,79,100.849953825625
1,80,99.341004185625
1,81,102.306576105625
1,82,104.93646572775
1,83,103.14106742275001
1,84,103.544635845
1,85,101.930856549375
1,86,100.26571850949999
1,87,101.72363739412499
1,88,102.35182532216666
1,89,102.05667032824998
1,90,106.393588729125
1,91,107.233525782375
1,92,104.06386171812501
1,93,101.9321280905
1,94,100.177938105
1,95,100.360977288125
1,96,102.02617662087498
1,97,102.141241021125
1,98,101.62737208149998
1,99,101.67884169925
1,100,101.9252263535
1,101,101.89148789475
1,102,102.81806576733334
1,103,104.11617953579167
1,104,102.96486982608334
1,105,102.14302087574998
1,106,103.383834437625
1,107,103.54608414449999
1,108,102.65877494074999
1,109,103.412913722875
1,110,102.351027311375
1,111,102.567420005375
1,112,104.167765394625
1,113,105.77854998299999
1,114,137.91990544599997
1,115,178.15346374450002
1,116,133.955353462375
1,117,107.47648495837501
1,118,105.00967791312497
1,119,102.68370672875
1,120,103.780518656375
1,121,102.544443149
1,122,102.38796655862502
1,123,102.285863774375
1,124,101.8737877175
1,125,100.62363328837499
1,126,101.64311712837501
1,127,100.786845141625
1,128,100.77945598737502
1,129,101.70362709462499
1,130,101.715218678875
1,131,100.95074003025
1,132,99.01911074958333
1,133,98.45641104999999
1,134,101.60460714000001
1,135,103.817167162375
1,136,102.490315346125
1,137,102.31263379925002
1,138,99.8855864885
1,139,100.776905005
1,140,99.97190427862499
1,141,101.72956918162501
1,142,103.160161528125
1,143,101.267501414875
1,144,101.35636055125
1,145,100.73980709425001
1,146,100.85899368741669
1,147,99.73979143891665
1,148,99.44288636016667
1,149,100.61012447699999
1,150,100.525600044375
1,151,101.66652770125
1,152,102.93333822549998
1,153,102.16123354125001
1,154,99.32784166149999
1,155,98.573507015375
1,156,102.1422587135
1,157,101.783755838625
1,158,103.749819662625
1,159,101.182014418625
1,160,100.24035031287498
1,161,102.480106429875
1,162,102.05317726874999
1,163,101.634870735875
1,164,99.32310116824999
1,165,99.90970067749998
1,166,103.99838150225
1,167,102.616617505875
1,168,102.10273940200001
1,169,105.26871792050001
1,170,107.22585563225
1,171,103.010223323125
1,172,100.53433231687502
1,173,102.11537210312498
1,174,103.444640946625
1,175,97.19570961799998
1,176,91.56690441945833
1,177,90.84397666154167
1,178,98.5741981098333
1,179,100.199358515375
1,180,94.580120336875
1,181,92.33089839512499
1,182,93.48420629749998
1,183,94.188406621125
1,184,92.55725985825
1,185,86.61356506649999
1,186,87.08437485387498
1,187,106.564705813875
1,188,104.769438245375
1,189,75.41477101624999
1,190,70.93043660891665
1,191,83.98028480466665
2,0,101.455858091
2,1,101.133354169375
2,2,103.51756519212499
2,3,100.67574343875
2,4,100.26091345012499
2,5,100.40448778262498
2,6,100.04623783525
2,7,99.42762403175
2,8,103.07925325225
2,9,102.87356453849999
2,10,100.45725549512501
2,11,101.490595389875
2,12,102.702291400625
2,13,102.56896254883334
2,14,101.85446948420832
2,15,101.83312968270833
2,16,106.97661987162499
2,17,103.246588873
2,18,100.54127049425001
2,19,100.81521266
2,20,102.11638643275
2,21,101.39785095450002
2,22,103.21283262737501
2,23,103.228429041625
2,24,101.040990199125
2,25,101.0476903055
2,26,98.41608819624999
2,27,98.63966734850001
2,28,100.17091581125001
2,29,101.58697184758333
2,30,102.88544869424999
2,31,101.736948250375
2,32,102.50150047025
2,33,101.37509447175
2,34,100.31971964137502
2,35,100.0514543415
2,36,100.52688478037498
2,37,99.31409398687501
2,38,98.06205580574999
2,39,96.77102867775
2,40,96.71025125062498
2,41,94.36591851474999
2,42,99.17136123649999
2,43,99.09084208095831
2,44,97.86336812687499
2,45,99.49464387295833
2,46,102.05337582487499
2,47,101.01636800462501
2,48,99.96627158937498
2,49,102.68084884500001
2,50,101.922693103375
2,51,100.917581981125
2,52,102.57238392699999
2,53,101.78126788512499
2,54,101.07032837725
2,55,102.09233252587501
2,56,101.20696357625
2,57,101.9690011995
2,58,102.14284439554166
2,59,103.02377004525
2,60,102.27676964066667
2,61,103.67429196325001
2,62,104.92255291749998
2,63,104.93724990625
2,64,104.42623420375
2,65,106.15466446337501
2,66,106.031107051375
2,67,101.43468641362499
2,68,102.922685760625
2,69,101.801323126125
2,70,101.39679494162502
2,71,100.53975070712501
2,72,100.576243706125
2,73,102.13703964579167
2,74,102.233176222
2,75,103.91619924649999
2,76,103.5969548555
2,77,101.46299334187499
2,78,99.3901359105
2,79,97.12050711087501
2,80,96.884960084
2,81,99.211841504625
2,82,101.71574696462501
2,83,102.44493123974999
2,84,102.07095764575
2,85,102.29831223425002
2,86,99.9523817515
2,87,100.3971421965
2,88,102.65404908108334
2,89,102.783474878375
2,90,106.13791808299999
2,91,106.14155482800001
2,92,102.0627802475
2,93,102.34335439200001
2,94,100.8493771885
2,95,98.73901600225001
2,96,100.786970638
2,97,100.131112729875
2,98,99.10896560600001
2,99,100.96178009550002
2,100,102.60116432024999
2,101,101.958997222
